zip,type,decommissioned,primary_city,state,county,timezone,country,latitude,longitude,irs_estimated_population
28503,PO BOX,0,Kinston,NC,Lenoir County,America/New_York,US,35.27,-77.59,802
28504,STANDARD,0,Kinston,NC,Lenoir County,America/New_York,US,35.22,-77.63,16970
28508,STANDARD,0,Albertson,NC,Duplin County,America/New_York,US,35.11,-77.85,2090
28509,PO BOX,0,Alliance,NC,Pamlico County,America/New_York,US,35.14,-76.8,485
28510,STANDARD,0,Arapahoe,NC,Pamlico County,America/New_York,US,35.01,-76.82,1370
28511,STANDARD,0,Atlantic,NC,Carteret County,America/New_York,US,34.89,-76.33,450
28512,STANDARD,0,Atlantic Beach,NC,Carteret County,America/New_York,US,34.7,-76.73,2950
28513,STANDARD,0,Ayden,NC,Pitt County,America/New_York,US,35.47,-77.42,8080
28515,STANDARD,0,Bayboro,NC,Pamlico County,America/New_York,US,35.18,-76.7,1600
28516,STANDARD,0,Beaufort,NC,Carteret County,America/New_York,US,34.72,-76.65,9390
28518,STANDARD,0,Beulaville,NC,Duplin County,America/New_York,US,34.92,-77.77,6930
28519,PO BOX,0,Bridgeton,NC,Craven County,America/New_York,US,35.12,-77.02,1121
28520,STANDARD,0,Cedar Island,NC,Carteret County,America/New_York,US,35,-76.32,210
28521,STANDARD,0,Chinquapin,NC,Duplin County,America/New_York,US,34.82,-77.74,1780
28522,PO BOX,0,Comfort,NC,Jones County,America/New_York,US,35.01,-77.49,133
28523,STANDARD,0,Cove City,NC,Craven County,America/New_York,US,35.18,-77.32,2180
28524,STANDARD,0,Davis,NC,Carteret County,America/New_York,US,34.79,-76.47,290
28525,STANDARD,0,Deep Run,NC,Lenoir County,America/New_York,US,35.15,-77.69,2890
28526,STANDARD,0,Dover,NC,Craven County,America/New_York,US,35.21,-77.43,1840
28527,STANDARD,0,Ernul,NC,Craven County,America/New_York,US,35.29,-77.03,1040
28528,STANDARD,0,Gloucester,NC,Carteret County,America/New_York,US,34.72,-76.54,510
28529,STANDARD,0,Grantsboro,NC,Pamlico County,America/New_York,US,35.07,-76.85,1730
28530,STANDARD,0,Grifton,NC,Pitt County,America/New_York,US,35.37,-77.43,5960
28531,STANDARD,0,Harkers Island,NC,Carteret County,America/New_York,US,34.69,-76.55,1010
28532,STANDARD,0,Havelock,NC,Craven County,America/New_York,US,34.9,-76.89,19250
28533,STANDARD,0,Cherry Point,NC,Craven County,America/New_York,US,34.9,-76.9,2306
28537,STANDARD,0,Hobucken,NC,Pamlico County,America/New_York,US,35.26,-76.53,141
28538,STANDARD,0,Hookerton,NC,Greene County,America/New_York,US,35.42,-77.58,1900
28539,STANDARD,0,Hubert,NC,Onslow County,America/New_York,US,34.66,-77.23,15080
28540,STANDARD,0,Jacksonville,NC,Onslow County,America/New_York,US,34.76,-77.4,42380
28541,PO BOX,0,Jacksonville,NC,Onslow County,America/New_York,US,34.76,-77.4,877
28542,PO BOX,0,Camp Lejeune,NC,Onslow County,America/New_York,US,34.68,-77.34,7332
28543,STANDARD,0,Tarawa Terrace,NC,Onslow County,America/New_York,US,34.73,-77.37,3870
28544,STANDARD,0,Midway Park,NC,Onslow County,America/New_York,US,34.73,-77.3,4240
28545,STANDARD,0,Mccutcheon Field,NC,Onslow County,America/New_York,US,34.67,-77.52,1177
28546,STANDARD,0,Jacksonville,NC,Onslow County,America/New_York,US,34.8,-77.36,42290
28547,STANDARD,0,Camp Lejeune,NC,Onslow County,America/New_York,US,34.68,-77.34,6710
28551,STANDARD,0,La Grange,NC,Lenoir County,America/New_York,US,35.3,-77.78,11090
28552,STANDARD,0,Lowland,NC,Pamlico County,America/New_York,US,35.3,-76.57,152
28553,STANDARD,0,Marshallberg,NC,Carteret County,America/New_York,US,34.73,-76.51,340
28554,PO BOX,0,Maury,NC,Greene County,America/New_York,US,35.48,-77.59,568
28555,STANDARD,0,Maysville,NC,Onslow County,America/New_York,US,34.9,-77.23,4480
28556,STANDARD,0,Merritt,NC,Pamlico County,America/New_York,US,35.11,-76.69,680
28557,STANDARD,0,Morehead City,NC,Carteret County,America/New_York,US,34.72,-76.73,13160
28560,STANDARD,0,New Bern,NC,Craven County,America/New_York,US,35.11,-77.07,23520
28561,PO BOX,0,New Bern,NC,Craven County,America/New_York,US,35.11,-77.07,1645
28562,STANDARD,0,New Bern,NC,Craven County,America/New_York,US,35.08,-77.13,35480
28563,PO BOX,0,New Bern,NC,Craven County,America/New_York,US,35.11,-77.07,694
28564,PO BOX,0,New Bern,NC,Craven County,America/New_York,US,35.11,-77.07,350
28570,STANDARD,0,Newport,NC,Carteret County,America/New_York,US,34.78,-76.86,18810
28571,STANDARD,0,Oriental,NC,Pamlico County,America/New_York,US,35.03,-76.68,2200
28572,STANDARD,0,Pink Hill,NC,Duplin County,America/New_York,US,35.05,-77.74,5260
28573,STANDARD,0,Pollocksville,NC,Jones County,America/New_York,US,35,-77.22,1750
28574,STANDARD,0,Richlands,NC,Onslow County,America/New_York,US,34.89,-77.54,16560
28575,PO BOX,0,Salter Path,NC,Carteret County,America/New_York,US,34.71,-76.88,381
28577,STANDARD,0,Sealevel,NC,Carteret County,America/New_York,US,34.89,-76.39,210
28578,STANDARD,0,Seven Springs,NC,Wayne County,America/New_York,US,35.22,-77.84,4920
28579,STANDARD,0,Smyrna,NC,Carteret County,America/New_York,US,34.76,-76.51,470
28580,STANDARD,0,Snow Hill,NC,Greene County,America/New_York,US,35.45,-77.67,8140
28581,STANDARD,0,Stacy,NC,Carteret County,America/New_York,US,34.85,-76.41,170
28582,STANDARD,0,Stella,NC,Onslow County,America/New_York,US,34.77,-77.12,1900
28583,PO BOX,0,Stonewall,NC,Pamlico County,America/New_York,US,35.13,-76.74,232
28584,STANDARD,0,Swansboro,NC,Carteret County,America/New_York,US,34.69,-77.12,12630
28585,STANDARD,0,Trenton,NC,Jones County,America/New_York,US,35.06,-77.35,2950
28586,STANDARD,0,Vanceboro,NC,Craven County,America/New_York,US,35.3,-77.15,5730
28587,STANDARD,0,Vandemere,NC,Pamlico County,America/New_York,US,35.18,-76.66,210
28589,PO BOX,0,Williston,NC,Carteret County,America/New_York,US,34.8,-76.49,148
28590,STANDARD,0,Winterville,NC,Pitt County,America/New_York,US,35.52,-77.39,25660
28594,STANDARD,0,Emerald Isle,NC,Carteret County,America/New_York,US,34.69,-76.97,3970
28601,STANDARD,0,Hickory,NC,Catawba County,America/New_York,US,35.77,-81.33,44580
28602,STANDARD,0,Hickory,NC,Catawba County,America/New_York,US,35.73,-81.32,24150
28603,PO BOX,0,Hickory,NC,Catawba County,America/New_York,US,35.73,-81.32,3286
28604,STANDARD,0,Banner Elk,NC,Watauga County,America/New_York,US,36.16,-81.87,5260
28605,STANDARD,0,Blowing Rock,NC,Watauga County,America/New_York,US,36.12,-81.67,3420
28606,STANDARD,0,Boomer,NC,Wilkes County,America/New_York,US,36.05,-81.32,1670
28607,STANDARD,0,Boone,NC,Watauga County,America/New_York,US,36.2,-81.66,18950
28608,UNIQUE,0,Boone,NC,Watauga County,America/New_York,US,36.2,-81.66,273
28609,STANDARD,0,Catawba,NC,Catawba County,America/New_York,US,35.7,-81.07,5370
28610,STANDARD,0,Claremont,NC,Catawba County,America/New_York,US,35.71,-81.15,9000
28611,STANDARD,0,Collettsville,NC,Caldwell County,America/New_York,US,36.01,-81.74,590
28612,STANDARD,0,Connelly Springs,NC,Burke County,America/New_York,US,35.65,-81.54,9040
28613,STANDARD,0,Conover,NC,Catawba County,America/New_York,US,35.7,-81.21,20600
28615,STANDARD,0,Creston,NC,Ashe County,America/New_York,US,36.44,-81.65,1450
28616,PO BOX,0,Crossnore,NC,Avery County,America/New_York,US,36.02,-81.93,640
28617,STANDARD,0,Crumpler,NC,Ashe County,America/New_York,US,36.47,-81.37,1680
28618,STANDARD,0,Deep Gap,NC,Watauga County,America/New_York,US,36.23,-81.51,2140
28619,PO BOX,0,Drexel,NC,Burke County,America/New_York,US,35.75,-81.6,2613
28621,STANDARD,0,Elkin,NC,Surry County,America/New_York,US,36.25,-80.84,8200
28622,STANDARD,0,Elk Park,NC,Avery County,America/New_York,US,36.15,-81.98,1790
28623,STANDARD,0,Ennice,NC,Alleghany County,America/New_York,US,36.55,-81,1280
28624,STANDARD,0,Ferguson,NC,Wilkes County,America/New_York,US,36.13,-81.41,1200
28625,STANDARD,0,Statesville,NC,Iredell County,America/New_York,US,35.87,-80.89,33090
28626,STANDARD,0,Fleetwood,NC,Ashe County,America/New_York,US,36.3,-81.51,2060
28627,STANDARD,0,Glade Valley,NC,Alleghany County,America/New_York,US,36.48,-81.05,1030
28628,PO BOX,0,Glen Alpine,NC,Burke County,America/New_York,US,35.73,-81.79,1641
28629,STANDARD,0,Glendale Springs,NC,Ashe County,America/New_York,US,36.35,-81.37,233
28630,STANDARD,0,Granite Falls,NC,Caldwell County,America/New_York,US,35.8,-81.42,16180
28631,STANDARD,0,Grassy Creek,NC,Ashe County,America/New_York,US,36.56,-81.4,510
28633,UNIQUE,0,Lenoir,NC,Caldwell County,America/New_York,US,35.9,-81.53,0
28634,STANDARD,0,Harmony,NC,Iredell County,America/New_York,US,35.95,-80.77,4270
28635,STANDARD,0,Hays,NC,Wilkes County,America/New_York,US,36.24,-81.11,3000
28636,STANDARD,0,Hiddenite,NC,Alexander County,America/New_York,US,35.9,-81.09,4330
28637,STANDARD,0,Hildebran,NC,Burke County,America/New_York,US,35.71,-81.42,1930
28638,STANDARD,0,Hudson,NC,Caldwell County,America/New_York,US,35.84,-81.48,10260
28640,STANDARD,0,Jefferson,NC,Ashe County,America/New_York,US,36.42,-81.46,3840
28641,PO BOX,0,Jonas Ridge,NC,Avery County,America/New_York,US,35.97,-81.89,225
28642,STANDARD,0,Jonesville,NC,Yadkin County,America/New_York,US,36.23,-80.84,4280
28643,STANDARD,0,Lansing,NC,Ashe County,America/New_York,US,36.49,-81.5,2390
28644,STANDARD,0,Laurel Springs,NC,Alleghany County,America/New_York,US,36.44,-81.25,1160
28645,STANDARD,0,Lenoir,NC,Caldwell County,America/New_York,US,35.9,-81.53,36150
28646,PO BOX,0,Linville,NC,Avery County,America/New_York,US,36.08,-81.85,827
28647,PO BOX,0,Linville Falls,NC,Avery County,America/New_York,US,35.94,-81.97,248
28649,STANDARD,0,Mc Grady,NC,Wilkes County,America/New_York,US,36.33,-81.23,750
28650,STANDARD,0,Maiden,NC,Catawba County,America/New_York,US,35.57,-81.2,11460
28651,STANDARD,0,Millers Creek,NC,Wilkes County,America/New_York,US,36.18,-81.23,5370
28652,PO BOX,0,Minneapolis,NC,Avery County,America/New_York,US,36.1,-81.99,221
28653,PO BOX,0,Montezuma,NC,Avery County,America/New_York,US,36.05,-81.9,258
28654,STANDARD,0,Moravian Falls,NC,Wilkes County,America/New_York,US,36.1,-81.18,2990
28655,STANDARD,0,Morganton,NC,Burke County,America/New_York,US,35.74,-81.69,41630
28656,UNIQUE,0,North Wilkesboro,NC,Wilkes County,America/New_York,US,36.16,-81.14,0
28657,STANDARD,0,Newland,NC,Avery County,America/New_York,US,36.08,-81.92,6660
28658,STANDARD,0,Newton,NC,Catawba County,America/New_York,US,35.66,-81.21,23140
28659,STANDARD,0,North Wilkesboro,NC,Wilkes County,America/New_York,US,36.16,-81.14,16000
28660,STANDARD,0,Olin,NC,Iredell County,America/New_York,US,35.95,-80.85,1910
28661,PO BOX,0,Patterson,NC,Caldwell County,America/New_York,US,36.03,-81.58,634
28662,PO BOX,0,Pineola,NC,Avery County,America/New_York,US,36.02,-81.9,424
28663,STANDARD,0,Piney Creek,NC,Alleghany County,America/New_York,US,36.55,-81.3,500
28664,PO BOX,0,Plumtree,NC,Avery County,America/New_York,US,35.98,-82,443
28665,STANDARD,0,Purlear,NC,Wilkes County,America/New_York,US,36.21,-81.38,2010
28666,PO BOX,0,Icard,NC,Burke County,America/New_York,US,35.73,-81.47,1608
28667,PO BOX,0,Rhodhiss,NC,Caldwell County,America/New_York,US,35.77,-81.43,753
28668,STANDARD,0,Roaring Gap,NC,Alleghany County,America/New_York,US,36.4,-80.98,290
28669,STANDARD,0,Roaring River,NC,Wilkes County,America/New_York,US,36.21,-81,2320
28670,STANDARD,0,Ronda,NC,Wilkes County,America/New_York,US,36.22,-80.94,2280
28671,PO BOX,0,Rutherford College,NC,Burke County,America/New_York,US,35.75,-81.53,1219
28672,STANDARD,0,Scottville,NC,Ashe County,America/New_York,US,36.48,-81.33,50
28673,STANDARD,0,Sherrills Ford,NC,Catawba County,America/New_York,US,35.57,-80.99,6110
28674,UNIQUE,1,North Wilkesboro,NC,Wilkes County,America/New_York,US,36.15,-81.14,0
28675,STANDARD,0,Sparta,NC,Alleghany County,America/New_York,US,36.5,-81.13,4990
28676,STANDARD,0,State Road,NC,Surry County,America/New_York,US,36.33,-80.85,3010
28677,STANDARD,0,Statesville,NC,Iredell County,America/New_York,US,35.78,-80.88,29860
28678,STANDARD,0,Stony Point,NC,Alexander County,America/New_York,US,35.86,-81.04,4250
28679,STANDARD,0,Sugar Grove,NC,Watauga County,America/New_York,US,36.26,-81.83,1650
28680,PO BOX,0,Morganton,NC,Burke County,America/New_York,US,35.74,-81.69,3560
28681,STANDARD,0,Taylorsville,NC,Alexander County,America/New_York,US,35.92,-81.17,20340
28682,STANDARD,0,Terrell,NC,Catawba County,America/New_York,US,35.58,-80.97,1180
28683,STANDARD,0,Thurmond,NC,Surry County,America/New_York,US,36.36,-80.94,1350
28684,STANDARD,0,Todd,NC,Ashe County,America/New_York,US,36.3,-81.6,1600
28685,STANDARD,0,Traphill,NC,Wilkes County,America/New_York,US,36.35,-81.03,1360
28687,PO BOX,0,Statesville,NC,Iredell County,America/New_York,US,35.78,-80.88,2114
28688,PO BOX,0,Turnersburg,NC,Iredell County,America/New_York,US,35.9,-80.8,147
28689,STANDARD,0,Union Grove,NC,Iredell County,America/New_York,US,36.02,-80.86,1740
28690,STANDARD,0,Valdese,NC,Burke County,America/New_York,US,35.74,-81.55,7530
28691,PO BOX,0,Valle Crucis,NC,Watauga County,America/New_York,US,36.21,-81.78,281
28692,STANDARD,0,Vilas,NC,Watauga County,America/New_York,US,36.27,-81.81,3390
28693,STANDARD,0,Warrensville,NC,Ashe County,America/New_York,US,36.46,-81.55,1130
28694,STANDARD,0,West Jefferson,NC,Ashe County,America/New_York,US,36.39,-81.49,6590
28697,STANDARD,0,Wilkesboro,NC,Wilkes County,America/New_York,US,36.14,-81.16,10420
28698,STANDARD,0,Zionville,NC,Watauga County,America/New_York,US,36.32,-81.74,1650
28699,PO BOX,0,Scotts,NC,Alexander County,America/New_York,US,35.84,-81,247
28701,STANDARD,0,Alexander,NC,Buncombe County,America/New_York,US,35.7,-82.63,3580
28702,STANDARD,0,Almond,NC,Graham County,America/New_York,US,35.41,-83.61,350
28704,STANDARD,0,Arden,NC,Buncombe County,America/New_York,US,35.46,-82.58,19900
28705,STANDARD,0,Bakersville,NC,Mitchell County,America/New_York,US,36.01,-82.15,4710
28707,PO BOX,0,Balsam,NC,Jackson County,America/New_York,US,35.42,-83.08,455
28708,STANDARD,0,Balsam Grove,NC,Transylvania County,America/New_York,US,35.22,-82.87,460
28709,STANDARD,0,Barnardsville,NC,Buncombe County,America/New_York,US,35.77,-82.45,1790
28710,PO BOX,0,Bat Cave,NC,Henderson County,America/New_York,US,35.45,-82.28,254
28711,STANDARD,0,Black Mountain,NC,Buncombe County,America/New_York,US,35.61,-82.33,11260
28712,STANDARD,0,Brevard,NC,Transylvania County,America/New_York,US,35.23,-82.73,14800
28713,STANDARD,0,Bryson City,NC,Swain County,America/New_York,US,35.42,-83.44,7310
28714,STANDARD,0,Burnsville,NC,Yancey County,America/New_York,US,35.91,-82.29,12580
28715,STANDARD,0,Candler,NC,Buncombe County,America/New_York,US,35.53,-82.69,23420
28716,STANDARD,0,Canton,NC,Haywood County,America/New_York,US,35.54,-82.84,15020
28717,STANDARD,0,Cashiers,NC,Jackson County,America/New_York,US,35.1,-83.09,2240
28718,STANDARD,0,Cedar Mountain,NC,Transylvania County,America/New_York,US,35.14,-82.64,530
28719,STANDARD,0,Cherokee,NC,Jackson County,America/New_York,US,35.47,-83.31,7670
28720,PO BOX,0,Chimney Rock,NC,Rutherford County,America/New_York,US,35.45,-82.25,127
28721,STANDARD,0,Clyde,NC,Haywood County,America/New_York,US,35.53,-82.91,8940
28722,STANDARD,0,Columbus,NC,Polk County,America/New_York,US,35.24,-82.2,5360
28723,STANDARD,0,Cullowhee,NC,Jackson County,America/New_York,US,35.31,-83.17,4710
28724,PO BOX,0,Dana,NC,Henderson County,America/New_York,US,35.32,-82.37,2199
28725,PO BOX,0,Dillsboro,NC,Jackson County,America/New_York,US,35.37,-83.26,1039
28726,STANDARD,0,East Flat Rock,NC,Henderson County,America/New_York,US,35.28,-82.41,2950
28727,PO BOX,0,Edneyville,NC,Henderson County,America/New_York,US,35.39,-82.32,1031
28728,PO BOX,0,Enka,NC,Buncombe County,America/New_York,US,35.56,-82.65,1484
28729,STANDARD,0,Etowah,NC,Henderson County,America/New_York,US,35.32,-82.6,3370
28730,STANDARD,0,Fairview,NC,Buncombe County,America/New_York,US,35.52,-82.4,8670
28731,STANDARD,0,Flat Rock,NC,Henderson County,America/New_York,US,35.27,-82.44,7820
28732,STANDARD,0,Fletcher,NC,Henderson County,America/New_York,US,35.43,-82.5,17290
28733,STANDARD,0,Fontana Dam,NC,Graham County,America/New_York,US,35.43,-83.81,64
28734,STANDARD,0,Franklin,NC,Macon County,America/New_York,US,35.18,-83.38,22120
28735,STANDARD,0,Gerton,NC,Henderson County,America/New_York,US,35.48,-82.35,230
28736,STANDARD,0,Glenville,NC,Jackson County,America/New_York,US,35.19,-83.08,540
28737,PO BOX,0,Glenwood,NC,McDowell County,America/New_York,US,35.6,-81.97,63
28738,PO BOX,0,Hazelwood,NC,Haywood County,America/New_York,US,35.47,-83,595
28739,STANDARD,0,Hendersonville,NC,Henderson County,America/New_York,US,35.26,-82.55,17120
28740,STANDARD,0,Green Mountain,NC,Yancey County,America/New_York,US,36.09,-82.27,1800
28741,STANDARD,0,Highlands,NC,Macon County,America/New_York,US,35.05,-83.19,3030
28742,STANDARD,0,Horse Shoe,NC,Henderson County,America/New_York,US,35.39,-82.64,2830
28743,STANDARD,0,Hot Springs,NC,Madison County,America/New_York,US,35.8,-82.88,1520
28744,PO BOX,0,Franklin,NC,Macon County,America/New_York,US,35.18,-83.38,2031
28745,STANDARD,0,Lake Junaluska,NC,Haywood County,America/New_York,US,35.52,-82.97,1220
28746,STANDARD,0,Lake Lure,NC,Rutherford County,America/New_York,US,35.44,-82.2,2190
28747,STANDARD,0,Lake Toxaway,NC,Transylvania County,America/New_York,US,35.13,-82.93,1550
28748,STANDARD,0,Leicester,NC,Buncombe County,America/New_York,US,35.65,-82.68,10860
28749,PO BOX,0,Little Switzerland,NC,McDowell County,America/New_York,US,35.84,-82.1,352
28750,PO BOX,0,Lynn,NC,Polk County,America/New_York,US,35.23,-82.25,354
28751,STANDARD,0,Maggie Valley,NC,Haywood County,America/New_York,US,35.51,-83.09,3380
28752,STANDARD,0,Marion,NC,McDowell County,America/New_York,US,35.68,-82,23990
28753,STANDARD,0,Marshall,NC,Madison County,America/New_York,US,35.79,-82.68,9080
28754,STANDARD,0,Mars Hill,NC,Madison County,America/New_York,US,35.82,-82.55,6510
28755,PO BOX,0,Micaville,NC,Yancey County,America/New_York,US,35.9,-82.21,661
28756,STANDARD,0,Mill Spring,NC,Polk County,America/New_York,US,35.29,-82.16,3470
28757,PO BOX,0,Montreat,NC,Buncombe County,America/New_York,US,35.65,-82.31,532
28758,PO BOX,0,Mountain Home,NC,Henderson County,America/New_York,US,35.36,-82.5,1617
28759,STANDARD,0,Mills River,NC,Henderson County,America/New_York,US,35.39,-82.57,6820
28760,PO BOX,0,Naples,NC,Henderson County,America/New_York,US,35.4,-82.47,570
28761,STANDARD,0,Nebo,NC,McDowell County,America/New_York,US,35.71,-81.93,6680
28762,STANDARD,0,Old Fort,NC,McDowell County,America/New_York,US,35.63,-82.17,5780
28763,STANDARD,0,Otto,NC,Macon County,America/New_York,US,35.06,-83.38,2290
28765,PO BOX,0,Penland,NC,Mitchell County,America/New_York,US,35.96,-82.12,128
28766,STANDARD,0,Penrose,NC,Transylvania County,America/New_York,US,35.25,-82.62,1400
28768,STANDARD,0,Pisgah Forest,NC,Transylvania County,America/New_York,US,35.27,-82.67,5850
28770,PO BOX,0,Ridgecrest,NC,Buncombe County,America/New_York,US,35.59,-82.3,351
28771,STANDARD,0,Robbinsville,NC,Graham County,America/New_York,US,35.32,-83.8,6490
28772,STANDARD,0,Rosman,NC,Transylvania County,America/New_York,US,35.12,-82.83,1570
28773,STANDARD,0,Saluda,NC,Polk County,America/New_York,US,35.23,-82.34,2710
28774,STANDARD,0,Sapphire,NC,Transylvania County,America/New_York,US,35.1,-83,910
28775,STANDARD,0,Scaly Mountain,NC,Macon County,America/New_York,US,35.01,-83.31,480
28776,PO BOX,0,Skyland,NC,Buncombe County,America/New_York,US,35.48,-82.52,1104
28777,STANDARD,0,Spruce Pine,NC,Mitchell County,America/New_York,US,35.91,-82.06,7170
28778,STANDARD,0,Swannanoa,NC,Buncombe County,America/New_York,US,35.6,-82.39,8530
28779,STANDARD,0,Sylva,NC,Jackson County,America/New_York,US,35.37,-83.22,12400
28781,STANDARD,0,Topton,NC,Macon County,America/New_York,US,35.22,-83.64,650
28782,STANDARD,0,Tryon,NC,Polk County,America/New_York,US,35.2,-82.23,4700
28783,STANDARD,0,Tuckasegee,NC,Jackson County,America/New_York,US,35.27,-83.12,1120
28784,PO BOX,0,Tuxedo,NC,Henderson County,America/New_York,US,35.22,-82.42,209
28785,STANDARD,0,Waynesville,NC,Haywood County,America/New_York,US,35.63,-83.02,6420
28786,STANDARD,0,Waynesville,NC,Haywood County,America/New_York,US,35.48,-82.99,16960
28787,STANDARD,0,Weaverville,NC,Buncombe County,America/New_York,US,35.69,-82.55,19390
28788,PO BOX,0,Webster,NC,Jackson County,America/New_York,US,35.35,-83.21,776
28789,STANDARD,0,Whittier,NC,Jackson County,America/New_York,US,35.43,-83.27,4910
28790,STANDARD,0,Zirconia,NC,Henderson County,America/New_York,US,35.2,-82.48,2640
28791,STANDARD,0,Hendersonville,NC,Henderson County,America/New_York,US,35.36,-82.51,12460
28792,STANDARD,0,Hendersonville,NC,Henderson County,America/New_York,US,35.32,-82.46,27100
28793,PO BOX,0,Hendersonville,NC,Henderson County,America/New_York,US,35.32,-82.46,2318
28801,STANDARD,0,Asheville,NC,Buncombe County,America/New_York,US,35.59,-82.56,10200
28802,PO BOX,0,Asheville,NC,Buncombe County,America/New_York,US,35.57,-82.54,1439
28803,STANDARD,0,Asheville,NC,Buncombe County,America/New_York,US,35.57,-82.54,27610
28804,STANDARD,0,Asheville,NC,Buncombe County,America/New_York,US,35.65,-82.56,18260
28805,STANDARD,0,Asheville,NC,Buncombe County,America/New_York,US,35.63,-82.48,15340
28806,STANDARD,0,Asheville,NC,Buncombe County,America/New_York,US,35.57,-82.61,35610
28810,STANDARD,0,Asheville,NC,Buncombe County,America/New_York,US,35.57,-82.54,0
28813,PO BOX,0,Asheville,NC,Buncombe County,America/New_York,US,35.57,-82.54,653
28814,PO BOX,0,Asheville,NC,Buncombe County,America/New_York,US,35.57,-82.54,748
28815,PO BOX,0,Asheville,NC,Buncombe County,America/New_York,US,35.57,-82.54,1007
28816,PO BOX,0,Asheville,NC,Buncombe County,America/New_York,US,35.57,-82.54,1505
28901,STANDARD,0,Andrews,NC,Cherokee County,America/New_York,US,35.19,-83.82,3990
28902,STANDARD,0,Brasstown,NC,Clay County,America/New_York,US,35.02,-83.96,1150
28903,PO BOX,0,Culberson,NC,Cherokee County,America/New_York,US,34.99,-84.16,118
28904,STANDARD,0,Hayesville,NC,Clay County,America/New_York,US,35.04,-83.81,7130
28905,STANDARD,0,Marble,NC,Cherokee County,America/New_York,US,35.17,-83.92,2380
28906,STANDARD,0,Murphy,NC,Cherokee County,America/New_York,US,35.09,-84.02,15360
28909,STANDARD,0,Warne,NC,Clay County,America/New_York,US,34.99,-83.9,780
29001,STANDARD,0,Alcolu,SC,Clarendon County,America/New_York,US,33.76,-80.15,1630
29002,PO BOX,0,Ballentine,SC,Richland County,America/New_York,US,34.14,-81.06,218
29003,STANDARD,0,Bamberg,SC,Bamberg County,America/New_York,US,33.29,-81.03,4860
29006,STANDARD,0,Batesburg,SC,Lexington County,America/New_York,US,33.9,-81.54,7770
29009,STANDARD,0,Bethune,SC,Kershaw County,America/New_York,US,34.41,-80.34,1920
29010,STANDARD,0,Bishopville,SC,Lee County,America/New_York,US,34.21,-80.24,8440
29014,STANDARD,0,Blackstock,SC,Chester County,America/New_York,US,34.55,-81.15,1420
29015,STANDARD,0,Blair,SC,Fairfield County,America/New_York,US,34.49,-81.35,1240
29016,STANDARD,0,Blythewood,SC,Richland County,America/New_York,US,34.21,-80.97,23970
29018,STANDARD,0,Bowman,SC,Orangeburg County,America/New_York,US,33.34,-80.68,2810
29020,STANDARD,0,Camden,SC,Kershaw County,America/New_York,US,34.26,-80.61,19590
29021,PO BOX,0,Camden,SC,Kershaw County,America/New_York,US,34.56,-80.58,314
29030,STANDARD,0,Cameron,SC,Calhoun County,America/New_York,US,33.55,-80.71,1490
29031,STANDARD,0,Carlisle,SC,Union County,America/New_York,US,34.59,-81.46,970
29032,STANDARD,0,Cassatt,SC,Kershaw County,America/New_York,US,34.34,-80.47,3530
29033,STANDARD,0,Cayce,SC,Lexington County,America/New_York,US,33.95,-81.06,9640
29036,STANDARD,0,Chapin,SC,Lexington County,America/New_York,US,34.16,-81.34,25440
29037,STANDARD,0,Chappells,SC,Newberry County,America/New_York,US,34.18,-81.87,710
29038,STANDARD,0,Cope,SC,Orangeburg County,America/New_York,US,33.37,-81,2100
29039,STANDARD,0,Cordova,SC,Orangeburg County,America/New_York,US,33.43,-80.92,3040
29040,STANDARD,0,Dalzell,SC,Sumter County,America/New_York,US,34.03,-80.45,7810
29041,PO BOX,0,Davis Station,SC,Clarendon County,America/New_York,US,33.6,-80.22,169
29042,STANDARD,0,Denmark,SC,Bamberg County,America/New_York,US,33.31,-81.13,3180
29044,STANDARD,0,Eastover,SC,Richland County,America/New_York,US,33.87,-80.69,4070
29045,STANDARD,0,Elgin,SC,Kershaw County,America/New_York,US,34.16,-80.79,24610
29046,PO BOX,0,Elliott,SC,Lee County,America/New_York,US,34.1,-80.15,312
29047,STANDARD,0,Elloree,SC,Orangeburg County,America/New_York,US,33.52,-80.57,2720
29048,STANDARD,0,Eutawville,SC,Orangeburg County,America/New_York,US,33.39,-80.34,3750
29051,STANDARD,0,Gable,SC,Sumter County,America/New_York,US,33.86,-80.13,680
29052,STANDARD,0,Gadsden,SC,Richland County,America/New_York,US,33.84,-80.74,1420
29053,STANDARD,0,Gaston,SC,Lexington County,America/New_York,US,33.81,-81.1,15570
29054,STANDARD,0,Gilbert,SC,Lexington County,America/New_York,US,33.92,-81.39,9710
29055,STANDARD,0,Great Falls,SC,Chester County,America/New_York,US,34.57,-80.9,3260
29056,STANDARD,0,Greeleyville,SC,Williamsburg County,America/New_York,US,33.57,-79.98,1650
29058,STANDARD,0,Heath Springs,SC,Lancaster County,America/New_York,US,34.59,-80.67,3880
29059,STANDARD,0,Holly Hill,SC,Orangeburg County,America/New_York,US,33.32,-80.41,4750
29061,STANDARD,0,Hopkins,SC,Richland County,America/New_York,US,33.88,-80.84,11930
29062,PO BOX,0,Horatio,SC,Sumter County,America/New_York,US,34,-80.61,206
29063,STANDARD,0,Irmo,SC,Richland County,America/New_York,US,34.09,-81.18,34750
29065,STANDARD,0,Jenkinsville,SC,Fairfield County,America/New_York,US,34.25,-81.26,580
